UF,Sexo,Idade,Cor,Anos de Estudo,Renda,Altura
27,0,36,8,5,900,1.595403811
27,0,45,8,8,3000,1.609643797
27,0,47,8,8,788,1.755197179
27,0,35,8,12,1200,1.72039379
27,1,39,2,5,350,1.648473118
27,0,48,4,1,300,1.591642593
27,0,49,2,8,800,1.677011065
27,0,48,8,12,800,1.666491802
27,1,57,4,2,1200,1.765182645
27,1,48,8,9,165,1.802485111
27,0,39,8,9,1500,1.65340639
27,0,46,8,9,3085,1.744987127
27,0,46,2,7,1200,1.718512338
27,1,34,8,12,1600,1.724390185
27,1,62,4,5,788,1.686325831
27,0,26,8,8,1900,1.736812165
27,0,49,8,6,1200,1.542767706
27,0,30,8,3,2000,1.725931871
27,0,46,2,3,800,1.883784392
27,0,41,8,3,788,1.782835369
27,0,20,4,9,788,1.678697423
27,0,43,4,10,1200,1.622384409
27,0,52,8,5,788,1.722055092
27,0,46,8,5,300,1.700572578
27,0,28,8,6,788,1.686543463
27,0,57,2,14,3000,1.651271596
27,0,37,8,9,1000,1.655867023
27,0,55,2,4,788,1.783241938
27,0,42,8,7,788,1.512667257
27,0,48,8,12,1000,1.569933531
27,1,51,2,3,1000,1.548601968
27,0,25,2,12,788,1.724770584
27,0,36,4,5,788,1.627945133
27,0,24,8,9,788,1.737753207
27,0,72,2,1,0,1.724833968
27,0,38,4,8,600,1.71399673
27,1,50,4,16,2400,1.659673886
27,1,19,8,7,600,1.761641777
27,0,58,8,12,788,1.692928534
27,0,35,8,3,1170,1.608681656
27,0,38,4,12,2800,1.785615285
27,0,53,8,16,1500,1.703703755
27,0,54,8,12,3500,1.678581325
27,0,32,4,14,1600,1.590854027
27,0,61,8,13,2000,1.585437866
27,0,61,8,16,1200,1.562191641
27,1,31,8,12,800,1.698064622
27,1,34,8,5,2200,1.615064995
27,1,41,8,12,300,1.75860015
27,1,30,2,12,809,1.666931337
27,0,40,2,5,1520,1.768595295
27,0,41,8,12,2400,1.650289301
27,1,75,4,1,60,1.638388093
27,0,39,2,12,788,1.78098511
27,0,34,8,12,788,1.559669108
27,0,53,2,16,3000,1.641050655
27,0,55,0,12,2500,1.806064088
27,0,40,8,5,150,1.737055068
27,0,31,4,16,3600,1.69076748
27,1,48,2,16,1900,1.70537394
27,0,40,8,13,1500,1.692117129
27,1,60,4,16,3000,1.721973537
27,0,51,2,12,5000,1.76198705
27,0,55,2,12,3000,1.664001287
27,0,48,8,8,1300,1.679109979
27,0,36,8,12,900,1.508516595
27,1,27,8,10,788,1.867239469
27,0,44,4,5,1800,1.538787772
27,1,50,8,4,200,1.664405537
27,1,43,2,6,840,1.763196637
27,1,78,8,3,100,1.669266236
27,1,51,4,16,3500,1.672778841
27,0,55,2,12,4000,1.778983427
27,0,28,2,16,2500,1.665032703
27,1,39,2,13,1576,1.66816251
27,0,43,4,15,4300,1.701109001
27,0,43,4,8,1200,1.777012759
27,1,55,8,1,80,1.750899604
27,1,38,8,6,788,1.717559473
27,1,25,8,9,150,1.568564495
27,0,45,8,8,2000,1.711189929
27,0,53,2,9,2000,1.8444168
27,0,54,2,12,788,1.582583491
27,0,58,2,13,1100,1.755102122
27,1,41,4,6,850,1.784918889
27,0,51,8,8,1604,1.775865417
27,0,52,8,4,2000,1.746411561
27,0,47,8,4,820,1.753029414
27,0,53,4,7,1000,1.697171241
27,0,23,8,9,788,1.656524888
27,1,48,4,1,600,1.686360142
27,0,31,2,9,1200,1.645977069
27,1,35,2,3,500,1.834167965
27,0,23,8,9,700,1.842865179
27,1,53,4,3,500,1.743370763
27,0,37,2,12,996,1.671417536
27,0,50,2,6,850,1.570002356
27,0,50,8,12,4000,1.776053267
27,1,32,2,12,700,1.746442606
27,0,35,8,12,788,1.742441143
27,0,36,8,7,788,1.816498759
27,0,18,8,8,788,1.763940965
27,0,33,2,9,788,1.667566976
27,0,42,8,12,788,1.583463115
27,0,29,8,8,1117,1.803662386
27,0,32,8,6,788,1.729547578
27,0,37,2,16,3500,1.71885063
27,0,38,2,4,1200,1.625471073
27,0,53,2,12,1200,1.809348641
27,0,60,4,12,1500,1.656473706
27,0,52,8,12,1200,1.650128021
27,0,55,8,8,1200,1.782254467
27,0,48,8,16,4000,1.695333451
27,0,29,8,16,788,1.634138051
27,0,38,8,8,788,1.608367992
27,0,34,4,11,1200,1.663049091
27,0,40,8,6,600,1.557641295
27,0,34,2,12,788,1.667289837
27,1,52,8,16,5000,1.679334098
27,1,31,8,16,3000,1.632699283
27,1,40,8,16,1500,1.534207313
27,1,43,8,16,3000,1.641324737
27,1,46,2,16,1500,1.708614862
27,1,37,8,16,2500,1.714745153
27,0,47,8,13,1200,1.707898074
27,0,46,8,16,5000,1.683439136
27,0,41,2,8,300,1.723459293
27,0,49,2,16,2800,1.688468634
27,1,53,4,15,4500,1.594474537
27,0,30,8,12,788,1.684723125
27,0,36,2,12,808,1.709763112
27,0,51,8,9,1200,1.763109887
27,0,34,2,10,788,1.73457139
28,0,51,8,16,1150,1.662475417
28,0,35,8,12,750,1.676777693
28,1,51,8,9,1130,1.787509079
28,0,29,8,12,788,1.732976646
28,1,53,8,4,0,1.830782642
28,0,36,2,12,980,1.719448538
28,0,49,8,3,730,1.700175769
28,1,45,2,9,1100,1.725766682
28,1,27,8,12,788,1.683692282
28,0,49,8,12,1280,1.630450991
28,0,71,8,5,788,1.681350143
28,1,53,8,5,3270,1.868792024
28,1,50,8,11,1180,1.696251679
28,1,46,4,12,930,1.537358785
28,0,63,2,1,918,1.682801671
28,1,56,8,1,500,1.745835758
28,0,44,8,1,788,1.651577574
28,0,28,2,9,980,1.777272491
28,0,23,8,9,420,1.586781222
28,1,55,8,12,900,1.580664089
28,0,45,8,7,1200,1.645511208
28,0,45,8,6,1500,1.714436091
28,0,31,8,9,1000,1.601693645
28,0,34,8,6,788,1.649441298
28,0,33,8,9,1200,1.629343324
28,1,50,8,6,0,1.725394778
28,1,67,8,9,3000,1.620050363
28,1,27,8,10,930,1.682786315
28,0,38,8,6,800,1.674531597
28,0,56,8,2,0,1.848267686
28,0,24,8,5,1113,1.582055245
28,0,59,8,7,1250,1.73690666
28,0,53,8,6,1100,1.702997005
28,1,42,8,4,788,1.760590683
28,0,27,8,12,1300,1.689590755
28,0,45,8,10,1080,1.900144559
28,0,27,8,12,1580,1.496156776
28,1,53,8,4,788,1.76890403
28,1,32,8,16,3180,1.708485907
28,0,46,2,12,2180,1.774149326
28,1,30,8,13,788,1.707578414
28,0,52,8,6,788,1.750521537
28,1,63,8,7,914,1.766188646
28,0,58,8,1,0,1.599461531
28,0,35,4,12,3180,1.859576739
28,0,49,8,12,2450,1.668679479
28,0,53,8,6,3500,1.732967674
28,0,42,8,9,700,1.67452146
28,0,30,8,12,1200,1.748436084
28,1,62,8,3,300,1.671173396
28,0,49,2,3,1000,1.693985435
28,0,49,8,12,800,1.683250309
28,0,50,8,12,2500,1.730112437
28,0,58,8,5,950,1.694180437
28,1,54,2,3,60,1.7759738
28,1,41,2,12,400,1.718022404
28,0,38,2,12,788,1.636778141
28,0,38,8,12,400,1.769355159
28,0,62,8,7,800,1.749302718
28,0,39,8,2,120,1.663269
28,1,48,4,1,350,1.760381783
28,0,38,2,3,600,1.833068252
28,1,27,2,12,250,1.894231889
28,0,51,8,1,600,1.694643135
28,0,42,8,4,300,1.693104818
28,0,66,2,2,400,1.6496237
28,0,73,2,1,250,1.705171287
28,0,25,2,9,450,1.718122594
28,0,23,8,9,80,1.77606955
28,1,38,4,9,30,1.726895072
28,0,48,4,3,200,1.611724525
28,0,38,4,5,100,1.647450019
28,0,36,4,6,80,1.675529896
28,0,45,4,5,800,1.626381849
28,0,40,4,4,500,1.794299692
28,1,39,4,16,2866,1.683232978
28,0,58,8,1,75,1.704951563
28,0,38,8,2,500,1.731541823
28,0,46,8,5,100,1.757701797
28,0,31,8,7,320,1.762316256
28,0,35,0,4,480,1.690526307
28,0,66,2,12,100,1.814265787
28,0,26,8,6,900,1.664212602
28,0,31,8,9,300,1.731109179
28,0,50,8,5,0,1.706290736
28,1,37,4,12,100,1.555003801
28,1,68,8,5,0,1.53585092
28,1,52,2,4,500,1.601972868
28,0,46,2,5,788,1.653329923
28,1,45,2,12,500,1.813400122
28,1,36,8,12,500,1.668470721
28,0,54,8,9,1600,1.674270437
28,0,37,8,13,788,1.836715032
28,0,26,2,13,788,1.657850576
28,0,35,8,5,788,1.547044994
28,0,28,4,12,1300,1.776314217
28,1,25,8,10,200,1.625192172
28,0,37,8,6,750,1.735430635
28,0,67,8,9,0,1.791058865
28,0,30,8,9,790,1.718331755
28,0,55,4,12,788,1.663050813
28,0,52,8,8,788,1.62219168
28,0,51,8,9,5424,1.584146085
28,0,53,2,1,700,1.563076435
28,0,62,8,1,300,1.670270538
28,1,50,8,1,300,1.709747757
28,1,53,8,4,300,1.705723313
28,0,38,2,12,1400,1.705179256
28,1,51,8,12,500,1.736881131
28,0,47,8,4,1500,1.747561134
28,0,52,2,11,2500,1.638631542
28,0,59,2,1,400,1.716594691
28,0,79,2,1,0,1.651150593
28,0,24,8,8,788,1.568651091
28,0,40,2,5,0,1.766228662
28,1,39,8,6,100,1.829221942
28,0,32,2,2,700,1.650654434
28,0,51,8,8,400,1.683353889
28,0,74,2,1,1300,1.657367284
28,0,38,8,1,600,1.726194128
28,0,27,2,12,1576,1.666552717
28,0,37,4,12,1014,1.576220415
28,1,32,2,12,20,1.665086156
29,1,61,8,9,200,1.705769031
29,0,51,8,12,900,1.755190321
29,1,54,2,1,400,1.607702933
29,1,48,2,13,800,1.669110867
29,0,20,2,12,400,1.645178394
29,0,39,8,12,788,1.63028867
29,0,55,8,5,1500,1.751899462
29,0,34,8,12,788,1.74545833
29,1,32,8,12,1600,1.606997761
29,0,36,8,12,800,1.607786566
29,1,55,8,12,800,1.726270646
29,0,30,8,6,788,1.723742584
29,0,68,8,5,2500,1.646213632
29,0,22,8,6,600,1.715965488
29,0,36,2,1,600,1.753924621
29,0,64,8,1,400,1.595463803
29,1,38,2,8,350,1.658985599
29,1,53,8,9,788,1.840872279
29,0,43,8,1,600,1.640617461
29,0,59,8,2,1000,1.809930495
29,0,27,8,7,400,1.528405951
29,1,20,8,5,0,1.560566827
29,0,66,2,5,350,1.665064963
29,1,69,8,2,0,1.774135582
29,0,62,8,1,500,1.712873332
29,1,52,8,1,300,1.677285926
29,0,37,8,3,400,1.861226517
29,0,72,8,5,70,1.64451271
29,0,76,8,1,1300,1.641666686
29,0,44,8,1,420,1.689399174
29,1,75,8,1,0,1.680329804
29,0,39,2,4,350,1.607367407
29,1,51,2,8,400,1.779119531
29,1,32,8,8,400,1.61357299
29,0,40,8,6,1000,1.810901061
29,0,74,8,1,1000,1.675084992
29,0,51,8,1,1000,1.641403961
29,1,57,8,11,100,1.700120251
29,0,23,2,10,950,1.79753737
29,0,40,2,3,350,1.71357004
29,0,60,8,3,200,1.627429631
29,1,22,2,6,400,1.723352894
29,1,51,8,3,600,1.708058323
29,0,69,8,1,600,1.815116598
29,0,42,4,2,788,1.773367347
29,0,23,2,5,788,1.80241691
29,0,90,8,1,0,1.79444028
29,0,48,8,1,788,1.668046347
29,0,40,2,4,166,1.650265697
29,0,40,2,1,788,1.818163696
29,0,74,8,1,0,1.759101435
29,0,49,4,2,788,1.713567505
29,0,34,8,11,788,1.826917792
29,0,23,8,2,788,1.572574413
29,1,49,8,16,1720,1.548745953
29,0,39,8,3,400,1.667371841
29,0,68,2,6,2000,1.738845985
29,1,41,8,5,788,1.694266567
29,0,32,8,12,1014,1.657808824
29,1,37,8,16,1000,1.606160028
29,0,22,8,7,500,1.627637718
29,1,55,2,6,788,1.760357414
29,0,41,8,1,788,1.679012026
29,0,30,8,13,660,1.649207089
29,0,56,4,1,450,1.59588652
29,0,46,2,12,800,1.724371121
29,0,64,8,1,1000,1.620818909
29,0,41,2,2,788,1.631666212
29,0,41,2,1,550,1.667224764
29,0,43,2,9,920,1.787900458
29,1,34,8,4,480,1.72927516
29,0,19,8,3,600,1.577106136
29,0,41,2,1,800,1.731302647
29,0,39,4,1,788,1.592593818
29,0,44,8,1,200,1.694120926
29,1,59,8,1,0,1.732937424
29,0,62,8,1,20,1.660718172
29,0,47,2,1,700,1.61521076
29,0,38,4,3,788,1.718502728
29,1,45,2,1,200,1.656010663
29,1,39,2,4,0,1.686843919
29,1,49,8,16,2224,1.652540994
29,0,32,8,9,788,1.67002423
29,1,36,8,1,160,1.588448231
29,1,37,4,3,75,1.742541418
29,0,65,4,1,788,1.787165619
29,0,45,8,11,6000,1.621353218
29,1,45,8,4,150,1.787428594
29,1,35,8,12,490,1.574246676
29,1,42,8,5,240,1.784477056
29,1,54,8,1,0,1.573731815
29,1,57,4,12,940,1.719655728
29,0,48,8,1,240,1.721563626
29,0,52,2,3,700,1.65971893
29,1,40,8,1,310,1.699832688
29,0,59,4,2,133,1.681934975
29,0,40,8,6,150,1.63709007
29,0,29,8,9,788,1.788111887
29,0,71,8,1,50,1.49380675
29,0,66,4,1,0,1.814651731
29,0,33,8,9,500,1.832158644
29,0,54,4,5,788,1.665849125
29,0,49,4,1,420,1.76071126
29,0,29,8,7,600,1.618716198
29,0,25,2,5,500,1.739670646
29,0,39,8,5,240,1.617048197
29,0,48,4,4,400,1.666216692
29,0,41,8,3,80,1.606046281
29,0,51,2,4,480,1.628892066
29,0,44,8,12,1014,1.727857634
29,0,56,8,5,1920,1.751485039
29,0,69,8,1,416,1.642057561
29,0,79,8,6,0,1.72674538
29,0,39,8,5,480,1.719127974
29,0,33,8,12,900,1.695162852
29,1,40,8,1,60,1.799818631
29,1,59,2,4,80,1.737513532
29,0,51,2,1,800,1.709066054
29,0,69,4,1,83,1.794675105
29,1,25,8,12,788,1.707960977
29,0,55,2,1,33,1.689295464
29,1,38,4,12,180,1.729745677
29,0,22,2,13,3000,1.771863705
29,0,35,2,12,788,1.585429737
29,1,34,4,16,900,1.616315466
29,0,52,2,16,6000,1.592657021
29,0,42,8,4,1560,1.66986917
29,0,35,8,10,800,1.660535891
29,0,51,8,3,788,1.620539707
29,1,57,8,3,100,1.544268492
29,1,39,8,1,500,1.710319393
29,0,54,4,1,800,1.659660464
29,0,57,0,9,4000,1.697222986
29,1,56,2,1,30,1.681952876
29,0,59,4,4,280,1.731014816
29,1,57,8,12,394,1.636340744
29,1,64,4,1,20,1.768028536
29,0,32,8,9,788,1.706237806
29,1,49,2,14,788,1.769957188
29,1,38,8,12,788,1.649013921
29,1,81,2,4,40,1.754002671
29,1,43,8,12,788,1.87270023
29,0,62,4,12,1300,1.704077073
29,0,31,8,9,30,1.679406489
29,0,47,4,5,788,1.655982594
29,0,59,2,1,200,1.609526156
29,0,37,4,3,788,1.735904228
29,0,46,8,1,50,1.773114497
29,0,20,2,8,800,1.603085036
29,1,67,8,3,10,1.765516271
29,0,24,4,10,150,1.695804124
29,0,35,2,6,500,1.63079148
29,1,47,8,16,2688,1.651205507
29,0,34,8,1,400,1.827299859
29,0,39,8,5,200,1.785037871
29,1,54,8,16,5200,1.629277175
29,1,51,4,1,450,1.730868783
29,0,68,2,9,3000,1.742247002
29,0,64,4,1,30,1.682418655
29,0,58,8,1,800,1.619388589
29,0,57,8,3,400,1.637316697
29,0,58,2,2,150,1.767422302
29,0,60,8,2,600,1.733047924
29,0,52,8,1,800,1.813758565
29,0,43,8,2,500,1.756936193
29,0,36,8,2,600,1.770955777
29,1,32,8,13,788,1.772315243
29,0,47,8,10,240,1.63921256
29,0,61,8,5,1200,1.722113299
29,0,38,8,1,600,1.690157425
29,0,51,8,4,200,1.776899804
29,0,55,8,1,1500,1.716868795
29,0,33,8,1,600,1.7688218
29,0,32,8,6,980,1.689384634
29,1,48,8,15,750,1.575367981
29,0,28,2,16,3500,1.749466761
29,1,37,8,16,3500,1.814727573
29,1,60,2,12,3800,1.620277551
29,1,40,2,16,1500,1.768272377
29,1,52,2,12,1500,1.690879114
29,0,45,4,16,5000,1.649961972
29,1,50,4,16,1500,1.690169395
29,1,41,4,12,788,1.597224638
29,0,48,2,16,6000,1.56212892
29,0,35,4,12,2800,1.632178889
29,0,42,8,12,1200,1.807181969
29,0,53,8,13,4200,1.872413278
29,0,44,8,12,1000,1.762550541
29,1,33,8,9,250,1.703838342
29,1,31,8,16,1300,1.714727003
29,0,41,8,5,1060,1.578493068
29,0,50,4,16,7000,1.794834898
29,1,51,8,9,1000,1.668105508
29,1,42,4,12,1200,1.66895259
29,1,43,4,6,1200,1.852095466
29,0,34,4,15,3900,1.657038972
29,1,46,8,12,1200,1.718791231
29,0,44,4,12,788,1.585523569
29,0,34,4,12,900,1.775498811
29,0,51,4,6,1200,1.74272262
29,0,29,4,16,1500,1.769452063
29,0,42,4,7,980,1.760664935
29,0,52,8,6,788,1.608273527
29,0,68,2,16,12000,1.74009301
29,0,48,2,16,33000,1.675450355
29,0,63,2,16,3900,1.762311649
29,0,44,8,16,4000,1.628410063
29,1,34,8,12,1000,1.584694579
29,0,44,2,16,2500,1.605412291
29,0,55,8,12,6000,1.777506765
29,0,55,8,15,790,1.734240165
29,1,60,8,16,7300,1.739135694
29,1,26,6,13,1300,1.621238575
29,1,56,2,12,3000,1.772891876
29,0,54,8,13,4500,1.675593179
29,0,63,8,13,1600,1.564035138
29,1,31,2,16,2000,1.699219769
29,0,42,2,16,23000,1.754097611
29,0,32,2,16,2000,1.623265453
29,1,38,2,16,10000,1.627328647
29,0,55,8,16,3000,1.627923041
29,0,50,2,16,8000,1.786901365
29,0,65,2,16,10000,1.732776142
29,0,24,2,15,1000,1.65488646
29,1,57,2,12,2000,1.63203746
29,0,71,2,13,1000,1.752715263
29,1,65,2,16,5000,1.693745951
29,1,54,2,16,4000,1.75885832
29,0,31,2,16,20000,1.611935443
29,1,58,8,16,9200,1.687107949
29,1,47,8,16,4500,1.648529242
29,1,56,8,16,6000,1.850282806
29,1,42,8,16,6000,1.615987323
29,1,62,4,12,1200,1.770512146
29,0,63,2,12,4500,1.711120592
29,0,30,8,12,2900,1.639885485
29,0,30,4,16,4102,1.525560334
29,0,50,8,14,6000,1.826510047
29,0,50,8,16,15000,1.590169577
29,0,61,8,16,10000,1.783421903
29,1,74,2,9,1200,1.606695084
29,0,51,8,16,10289,1.696473611
29,0,55,8,16,2600,1.838005478
29,0,34,8,16,2900,1.696766473
29,1,32,2,16,1500,1.617469925
29,0,30,2,16,2000,1.722769297
29,0,54,2,14,4000,1.676472108
29,1,45,4,16,8000,1.638150858
29,0,47,8,1,2000,1.807481682
29,0,38,8,16,7900,1.697769786
29,0,26,2,16,4000,1.725924348
29,0,48,4,13,10000,1.605904936
29,0,80,2,9,3500,1.6081345
29,0,36,2,16,3900,1.591966506
29,1,41,8,12,880,1.689560896
29,1,35,2,16,5000,1.739546483
29,1,37,8,12,1500,1.634718501
29,1,52,4,16,650,1.671455518
29,1,27,2,15,2000,1.720130438
29,0,49,2,12,2500,1.734128913
29,0,31,8,13,2000,1.736547721
29,0,46,8,7,800,1.735845326
29,1,56,4,12,1600,1.741983029
29,1,53,8,6,800,1.802704041
29,0,47,8,12,1500,1.818255895
29,0,41,2,16,900,1.788037531
29,0,74,8,16,4600,1.793053291
29,0,27,8,16,3626,1.812123783
29,1,51,2,11,400,1.791148186
29,1,45,4,12,2000,1.698962853
29,0,47,4,12,900,1.781440404
29,0,45,4,12,3000,1.584933268
29,0,31,8,11,800,1.80487884
29,1,41,8,11,788,1.756414202
29,0,59,8,6,1153,1.673029283
29,1,55,8,5,1500,1.749244123
29,0,49,8,12,1100,1.644294178
29,0,52,2,5,1200,1.672707064
29,1,49,4,16,5000,1.572059779
29,1,37,8,16,2900,1.592403924
29,0,39,4,7,2000,1.701393754
29,0,35,8,11,970,1.678720323
29,1,54,2,16,1500,1.751875705
29,1,29,8,9,788,1.667647068
29,1,38,4,9,1500,1.705984524
29,0,37,8,12,2000,1.683080048
29,1,46,2,12,600,1.917630929
29,0,49,4,12,1500,1.761014467
29,0,42,8,9,800,1.680303142
29,0,65,8,1,380,1.668752965
29,0,20,8,12,600,1.824378772
29,1,64,4,8,420,1.786864359
29,1,51,8,5,350,1.649013349
29,0,56,2,16,7000,1.690726494
29,0,38,8,16,16000,1.747157495
29,0,63,2,12,4100,1.705816413
29,0,49,8,16,5000,1.743507884
29,0,75,2,12,7000,1.625469758
29,1,37,8,16,7000,1.642050731
29,1,27,4,11,1200,1.687272451
29,1,32,4,16,788,1.781117346
29,1,38,4,12,700,1.652943872
29,0,36,4,12,1050,1.794636371
29,1,24,4,12,900,1.620476426
29,1,72,4,4,280,1.66437006
29,1,42,4,12,788,1.627874529
29,0,50,8,5,788,1.844796155
29,0,53,4,5,992,1.847218424
29,0,60,2,16,13000,1.87071027
29,0,31,8,16,3000,1.757950166
29,1,63,8,16,5000,1.64570982
29,1,67,2,16,15000,1.656632908
29,0,26,2,16,8000,1.75744572
29,1,35,8,16,1500,1.811166518
29,0,31,4,16,8000,1.647386371
29,0,67,2,16,4200,1.63773454
29,0,44,2,16,5000,1.620052951
29,1,56,8,13,1000,1.627254249
29,1,40,2,12,2100,1.65719226
29,1,35,8,16,8000,1.649515669
29,0,44,8,13,7000,1.763828166
29,0,37,2,16,10000,1.662007449
29,0,52,8,16,22000,1.555957827
29,0,37,8,16,7000,1.771210018
29,1,46,8,16,5000,1.764237953
29,1,37,2,16,3500,1.596018234
29,1,64,2,16,5000,1.7231011
29,0,55,8,14,5000,1.826869483
29,1,37,8,16,300,1.831615395
29,0,56,8,12,4000,1.607504852
29,1,54,2,16,3954,1.629559222
29,1,44,8,16,7000,1.727573026
29,0,74,4,10,1200,1.895716575
29,0,32,2,16,1830,1.704832917
29,1,44,2,16,2000,1.665799775
29,1,67,2,12,2000,1.719366821
29,0,40,8,16,3800,1.803358975
29,1,52,2,12,800,1.720597408
29,1,58,2,16,4000,1.580717027
29,1,43,2,16,6500,1.629885793
29,1,57,2,16,16000,1.652399658
29,1,43,2,16,10000,1.676968312
29,1,28,2,16,5000,1.586926102
29,1,64,8,16,5000,1.707824876
29,1,41,8,16,6000,1.731629999
29,1,46,8,16,4000,1.760321649
29,0,46,2,12,5000,1.802064441
29,0,60,2,16,3500,1.671550206
29,0,59,8,16,3890,1.615942993
29,0,53,2,12,2900,1.763060837
29,0,48,8,16,5180,1.641843157
29,1,48,2,12,920,1.653192086
29,0,47,8,12,2000,1.739408999
29,1,39,4,16,1500,1.817515727
29,0,57,8,13,1300,1.657502912
29,1,58,8,16,2000,1.67078634
29,1,43,2,12,1700,1.676177627
29,0,55,8,16,5000,1.730420603
29,1,28,4,12,2300,1.729783628
29,0,32,8,13,2700,1.694857478
29,0,32,8,14,3500,1.794357379
29,1,44,4,12,2000,1.641332608
29,1,47,8,16,6000,1.744837591
29,1,25,2,12,1000,1.779047677
29,1,63,4,16,3000,1.572737055
29,1,44,4,14,1700,1.599510764
29,0,44,8,16,7000,1.699975581
29,1,59,8,16,5000,1.720899016
29,0,52,2,12,1000,1.626746019
29,0,39,8,16,6000,1.756357723
29,0,44,4,16,4000,1.709431059
29,0,41,2,16,6000,1.726933417
29,0,42,2,12,850,1.644009457
29,1,41,8,14,3000,1.672871931
29,0,66,8,16,4250,1.633892119
29,0,62,8,11,2400,1.563424296
29,1,57,4,7,788,1.626016178
29,1,59,2,4,788,1.616243858
29,1,25,4,8,788,1.732905863
29,1,56,4,12,370,1.623005682
29,1,36,4,9,650,1.819795081
29,1,37,4,12,600,1.679543689
29,0,63,2,16,2000,1.570022098
29,0,30,4,14,2000,1.703531598
29,1,47,4,9,850,1.712435911
29,0,53,4,12,2000,1.832686274
29,0,62,4,16,6300,1.558766962
29,0,33,2,12,788,1.925729943
29,0,38,8,5,1500,1.655476468
29,0,44,4,12,1500,1.682710135
29,0,58,8,12,1500,1.590182755
29,1,36,4,9,500,1.734068029
29,1,44,4,12,1300,1.856986059
29,0,28,4,6,400,1.791488834
29,0,54,4,12,4200,1.706460522
29,0,51,8,9,917,1.675384685
29,1,35,4,12,800,1.7254912
29,0,35,8,12,1600,1.722400891
29,1,46,8,12,788,1.732930042
29,1,47,4,12,220,1.667064444
29,1,44,8,12,2200,1.638169614
29,0,34,8,5,788,1.633886374
29,0,50,4,6,788,1.709356146
29,0,41,8,12,1000,1.5985112
29,0,55,8,2,788,1.646204787
29,0,43,4,9,788,1.56152715
29,0,42,8,12,1500,1.673058548
29,0,52,8,13,1000,1.678828109
29,0,39,4,4,788,1.73028496
29,1,55,4,7,600,1.595230037
29,0,48,4,10,916,1.791881647
29,1,45,4,13,1500,1.777317001
29,1,55,8,12,1500,1.648632791
29,0,40,4,12,1000,1.730643455
29,0,25,2,2,788,1.610485248
29,0,43,4,11,800,1.833347578
29,1,48,8,16,2100,1.674476151
29,0,64,0,12,1000,1.644210244
29,0,33,4,14,1200,1.681790088
29,1,56,2,12,350,1.705290616
29,0,60,8,12,3000,1.895724542
29,0,29,2,16,2200,1.690488717
29,0,51,2,14,4000,1.61244681
29,0,52,8,16,10000,1.786366522
29,1,52,2,16,2000,1.563924096
29,0,51,4,12,788,1.793380418
29,0,55,8,12,1200,1.692615383
29,0,35,8,12,1300,1.622285043
29,0,41,4,15,2280,1.781867846
29,0,43,4,16,4000,1.858573344
29,0,41,8,12,3500,1.675391452
29,0,50,8,12,1700,1.670645567
29,0,56,8,12,500,1.629454082
29,0,43,2,13,5000,1.599091991
29,1,53,8,12,3000,1.648127528
29,1,38,8,9,788,1.724964662
29,0,41,2,12,1200,1.693580086
29,1,36,8,12,320,1.641724664
29,1,41,8,7,3000,1.73857809
29,1,32,4,7,819,1.638667669
29,0,63,4,6,600,1.921387322
29,1,55,4,2,300,1.766439187
29,0,42,4,8,900,1.646908663
29,1,46,4,8,800,1.828334626
29,0,42,8,6,700,1.81135235
29,1,39,4,12,788,1.677695505
29,0,56,8,14,900,1.760889427
29,0,53,8,4,1400,1.59583145
29,0,57,4,16,900,1.600426566
29,0,63,4,5,200,1.745355828
29,0,45,8,14,800,1.512892937
29,0,54,4,5,788,1.802903349
29,1,27,4,15,750,1.794346733
29,0,53,2,12,788,1.818739778
29,1,47,8,1,400,1.691268857
29,0,49,8,9,1000,1.814629746
29,1,32,2,5,800,1.791924319
29,1,29,4,12,1062,1.753149146
29,1,31,4,12,788,1.570869619
29,1,53,8,16,1500,1.709254445
29,1,49,8,12,2200,1.590508097
29,0,50,4,12,6500,1.71830107
29,0,41,4,12,5000,1.747299392
29,1,53,4,12,3200,1.636339363
29,1,56,2,12,5000,1.701554865
29,0,42,8,10,1800,1.676489571
29,1,49,8,1,3000,1.797250153
29,0,59,4,7,800,1.628036994
29,1,46,8,12,788,1.589802256
29,0,46,8,8,5000,1.726169144
29,1,41,8,11,788,1.653881965
29,0,26,4,12,900,1.553573142
29,1,45,4,12,788,1.625687852
29,0,34,2,9,1200,1.721946758
29,0,50,4,3,788,1.773289241
29,0,54,8,5,900,1.770871034
29,0,53,4,12,2000,1.656560113
29,1,34,4,10,360,1.667382652
29,1,23,4,12,376,1.665285949
29,1,55,4,11,1000,1.743279911
29,0,37,8,6,2500,1.776922753
29,1,54,4,12,350,1.546390942
29,1,40,8,12,1200,1.783564905
29,0,53,4,9,2300,1.675744334
29,1,44,8,12,900,1.779014203
29,0,45,8,1,900,1.771578194
29,0,30,8,12,800,1.768133769
29,0,46,4,9,1350,1.782728384
29,1,53,4,7,880,1.603029505
29,1,51,4,1,789,1.596833408
29,0,24,8,14,1800,1.830404586
29,1,34,8,12,853,1.606166581
29,0,48,8,12,500,1.653145517
29,0,71,4,1,500,1.612551606
29,1,39,8,16,788,1.684571569
29,1,45,2,16,15000,1.577899694
29,1,59,2,16,5000,1.696206067
29,0,56,2,16,10000,1.729139185
29,1,50,2,16,30000,1.521492876
29,0,67,8,16,20000,1.705268295
